 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.003467,87.512821,35.093534,2.340000,1.133333,0.080000,0.066667,0.076381,0.057788,23.767371,0.790485,1.321765,0.756564,0.866667
2,0.004178,83.723404,38.579139,2.586667,1.193333,0.080000,0.073333,0.082622,0.064381,43.624146,0.826756,1.283338,0.779218,0.895238
3,0.003867,74.402299,38.832667,1.766667,1.293333,0.066667,0.080000,0.076212,0.064598,93.543639,0.853076,1.179783,0.847613,0.896907
4,0.003867,84.160920,39.756572,2.173333,1.300000,0.066667,0.086667,0.079568,0.061874,107.857203,0.789469,1.285968,0.777625,0.883249
5,0.003022,76.279412,45.895870,1.413333,1.366667,0.073333,0.060000,0.069210,0.055599,161.557483,0.774635,1.244802,0.803340,0.877419
6,0.003300,73.848485,19.870882,2.360000,1.500000,0.076667,0.053333,0.076525,0.054906,1.700574,0.912863,1.393749,0.717489,0.950400
7,0.003767,71.000000,0.000000,2.716667,1.520000,0.080000,0.060000,0.079213,0.060544,174.304603,0.916321,1.308341,0.764327,0.946927
8,0.004400,79.303030,24.373343,1.590000,1.680000,0.063333,0.086667,0.085504,0.065520,83.317164,0.890134,1.304996,0.766286,0.954217
9,0.004178,78.787234,41.276918,2.026667,1.680000,0.073333,0.080000,0.082235,0.064685,127.903858,0.826756,1.271316,0.786587,0.895238
10,0.004044,85.285714,37.549830,1.020000,1.706667,0.066667,0.080000,0.076942,0.066927,85.889810,0.836641,1.149640,0.869838,0.900990
11,0.003556,24.350000,29.133828,3.133333,1.716667,0.066667,0.073333,0.078919,0.057364,53.815236,0.880020,1.375758,0.726872,0.935673
12,0.003433,71.000000,0.000000,2.346667,1.823333,0.056667,0.080000,0.077934,0.056091,96.196105,0.870986,1.389418,0.719726,0.929323
13,0.002667,71.000000,0.000000,1.400000,1.963333,0.053333,0.066667,0.064199,0.052887,86.799450,0.751371,1.213884,0.823802,0.907372
14,0.003022,56.985294,38.939254,2.066667,2.000000,0.066667,0.053333,0.069945,0.055015,17.557425,0.871465,1.271389,0.786541,0.937931
15,0.003811,87.886297,39.553671,1.746667,2.073333,0.066667,0.073333,0.073602,0.065928,101.396429,0.927133,1.116390,0.895745,0.947514
16,0.003333,71.000000,0.000000,2.730000,2.106667,0.063333,0.076667,0.074806,0.056735,57.116995,0.669989,1.318511,0.758431,0.899550
17,0.004000,69.944444,42.486075,1.293333,2.186667,0.073333,0.073333,0.079446,0.064106,43.860337,0.791575,1.239290,0.806914,0.909091
18,0.004311,62.979381,35.050345,3.560000,2.233333,0.080000,0.066667,0.083280,0.065911,14.968520,0.891804,1.263505,0.791449,0.932692
19,0.003922,76.620397,15.157613,1.073333,2.373333,0.086667,0.066667,0.082234,0.060728,159.362878,0.853721,1.354124,0.738485,0.932629
20,0.003089,76.956835,16.224895,2.143333,2.376667,0.076667,0.053333,0.072674,0.054117,4.664662,0.870339,1.342916,0.744648,0.926667
21,0.003556,85.412500,36.516907,3.280000,2.386667,0.080000,0.066667,0.078467,0.057694,149.787969,0.810753,1.360044,0.735270,0.883978
22,0.003644,64.902439,46.734754,2.480000,2.413333,0.066667,0.073333,0.072270,0.064208,109.390531,0.842594,1.125562,0.888445,0.891304
23,0.003689,60.433735,45.301859,0.866667,2.460000,0.080000,0.073333,0.075133,0.062514,33.708613,0.802933,1.201871,0.832036,0.869110
24,0.004289,76.036269,11.724045,2.823333,2.473333,0.070000,0.086667,0.079394,0.068781,89.940074,0.533001,1.154307,0.866321,0.877273
25,0.003778,85.905882,35.776634,1.700000,2.480000,0.073333,0.073333,0.075284,0.063891,56.703244,0.833465,1.178323,0.848664,0.890052
26,0.003422,71.000000,0.000000,2.073333,2.640000,0.060000,0.080000,0.074659,0.058363,107.338972,0.535548,1.279234,0.781718,0.863955
27,0.003822,67.127907,42.709896,2.360000,2.686667,0.080000,0.066667,0.076117,0.063936,36.637260,0.871560,1.190512,0.839975,0.905263
28,0.004000,71.477778,35.985831,1.793333,2.720000,0.080000,0.060000,0.081567,0.062439,5.746027,0.894578,1.306343,0.765496,0.947368
29,0.003111,71.000000,0.000000,1.070000,2.793333,0.073333,0.060000,0.070963,0.055820,16.808070,0.589544,1.271280,0.786609,0.884676
30,0.003300,75.000000,0.000000,1.423333,2.803333,0.056667,0.076667,0.073459,0.057198,78.790380,0.615962,1.284289,0.778641,0.915254
31,0.004000,87.277778,40.426426,2.600000,2.820000,0.073333,0.073333,0.079183,0.064319,44.287196,0.854305,1.231096,0.812284,0.904523
32,0.003189,91.951220,45.564345,3.320000,2.826667,0.070000,0.060000,0.072292,0.056164,26.146675,0.898515,1.287143,0.776914,0.937908
33,0.003544,71.442006,7.894484,2.746667,2.990000,0.073333,0.070000,0.073202,0.061650,50.651654,0.482443,1.187384,0.842188,0.868027
34,0.004533,79.029412,38.863829,2.120000,3.000000,0.080000,0.080000,0.086106,0.067034,50.111317,0.833576,1.284522,0.778500,0.898678
35,0.004244,78.410995,31.570962,3.130000,3.013333,0.066667,0.083333,0.083390,0.064806,106.405628,0.688536,1.286752,0.777151,0.923821
36,0.004211,72.562005,15.144043,1.223333,3.076667,0.076667,0.073333,0.081920,0.065451,40.434080,0.922803,1.251634,0.798955,0.947500
37,0.004667,80.047619,37.437332,2.346667,3.133333,0.073333,0.086667,0.083427,0.071221,70.374675,0.833019,1.171390,0.853687,0.901288
38,0.003000,92.255556,46.329568,1.543333,3.150000,0.073333,0.053333,0.071930,0.053103,173.883218,0.918759,1.354540,0.738258,0.944056
39,0.003778,62.670588,44.077536,2.506667,3.300000,0.080000,0.060000,0.082254,0.058477,23.501644,0.873421,1.406601,0.710933,0.928962
40,0.004489,89.564356,35.946587,3.186667,3.300000,0.080000,0.080000,0.082761,0.069059,135.367164,0.850628,1.198408,0.834441,0.905830
41,0.004933,80.238739,34.991218,1.813333,3.316667,0.090000,0.073333,0.093269,0.067346,148.262767,0.875276,1.384911,0.722068,0.946695
42,0.004133,77.602151,38.044701,2.826667,3.360000,0.066667,0.080000,0.079362,0.066313,104.411035,0.828564,1.196781,0.835575,0.902913
43,0.003611,75.000000,0.000000,2.110000,3.370000,0.060000,0.080000,0.076738,0.059916,101.354620,0.714616,1.280765,0.780783,0.907821
44,0.003433,75.000000,0.000000,2.296667,3.470000,0.070000,0.070000,0.073538,0.059445,43.176555,0.837698,1.237070,0.808362,0.911504
45,0.003967,77.784314,19.715704,1.466667,3.573333,0.086667,0.060000,0.084223,0.059966,0.424159,0.889636,1.404518,0.711988,0.941953
46,0.003767,85.185841,36.152426,1.783333,3.600000,0.080000,0.060000,0.084068,0.057048,20.960979,0.870852,1.473645,0.678590,0.948252
47,0.004144,77.171582,17.006563,2.403333,3.680000,0.086667,0.063333,0.087353,0.060409,178.986000,0.851728,1.446038,0.691545,0.934837
48,0.003200,86.472222,34.275771,2.900000,3.700000,0.066667,0.060000,0.072805,0.055963,31.947573,0.908592,1.300942,0.768674,0.929032
49,0.004078,75.000000,0.000000,2.630000,3.730000,0.080000,0.076667,0.078845,0.065851,30.137182,0.497038,1.197322,0.835197,0.849537
50,0.004489,90.980198,38.471537,2.020000,3.820000,0.086667,0.080000,0.087965,0.064974,34.897292,0.791604,1.353857,0.738630,0.878261
