 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
31,0.002467,67.000000,0.000000,2.950000,2.683333,0.046667,0.066667,0.064919,0.048378,95.832569,0.918458,1.341905,0.745209,0.942675
32,0.003200,28.305556,15.639349,2.326667,2.706667,0.073333,0.066667,0.079852,0.051024,143.729246,0.849918,1.564987,0.638983,0.918660
33,0.004033,27.000000,0.000000,2.693333,2.760000,0.076667,0.073333,0.086011,0.059706,135.730144,0.855708,1.440575,0.694167,0.935567
34,0.004400,79.040404,40.713614,2.133333,2.860000,0.086667,0.073333,0.085221,0.065738,37.308870,0.762798,1.296386,0.771375,0.880000
35,0.003156,50.394366,50.354918,1.860000,2.873333,0.066667,0.060000,0.068198,0.058914,12.793404,0.895973,1.157588,0.863866,0.922078
36,0.003200,75.027778,20.796323,1.356667,2.963333,0.063333,0.063333,0.068949,0.059092,46.392552,0.943288,1.166813,0.857036,0.953642
37,0.003478,74.418530,19.012494,3.266667,2.990000,0.083333,0.056667,0.079505,0.055695,176.827513,0.860769,1.427508,0.700522,0.939940
38,0.002978,79.940299,40.282107,1.960000,3.033333,0.066667,0.053333,0.068110,0.055666,3.470140,0.891699,1.223552,0.817292,0.930556
39,0.003022,27.691176,11.399174,3.593333,3.070000,0.066667,0.060000,0.067776,0.056775,153.333750,0.907975,1.193754,0.837694,0.933105
40,0.003378,87.210526,38.836652,2.560000,3.086667,0.066667,0.073333,0.069976,0.061460,75.196018,0.796495,1.138571,0.878294,0.883721
41,0.002956,67.000000,0.000000,2.966667,3.110000,0.056667,0.070000,0.069129,0.054436,70.013687,0.854983,1.269905,0.787460,0.923611
42,0.003600,80.172840,34.781152,1.640000,3.140000,0.066667,0.073333,0.073371,0.062472,71.231135,0.860919,1.174470,0.851448,0.905028
43,0.003078,27.000000,0.000000,2.310000,3.316667,0.060000,0.066667,0.066116,0.059270,100.617346,0.924666,1.115505,0.896455,0.945392
44,0.002711,28.557377,17.166361,3.640000,3.363333,0.053333,0.066667,0.063932,0.053994,79.763035,0.913326,1.184060,0.844552,0.933078
45,0.003467,74.038462,42.944799,3.260000,3.473333,0.073333,0.060000,0.078417,0.056287,27.645932,0.870473,1.393158,0.717794,0.928571
46,0.003422,63.337662,46.803939,1.993333,3.493333,0.073333,0.060000,0.072741,0.059902,165.940314,0.890119,1.214339,0.823494,0.916667
47,0.003289,85.729730,39.941414,2.786667,3.540000,0.066667,0.060000,0.072497,0.057762,32.368355,0.825833,1.255106,0.796745,0.925000
48,0.003078,27.678700,11.295825,2.046667,3.646667,0.073333,0.056667,0.072516,0.054040,162.522689,0.883470,1.341903,0.745210,0.924875
49,0.003033,67.000000,0.000000,3.166667,3.776667,0.066667,0.060000,0.068831,0.056111,142.744372,0.928967,1.226692,0.815200,0.941379
