 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.003767,78.879056,23.524131,1.930000,0.976667,0.073333,0.070000,0.079837,0.060071,38.667540,0.894454,1.329038,0.752424,0.933884
2,0.003678,75.000000,0.000000,2.390000,1.050000,0.066667,0.073333,0.078990,0.059282,126.766762,0.879519,1.332430,0.750509,0.941679
3,0.003811,81.215743,12.961485,3.046667,1.103333,0.060000,0.086667,0.083381,0.058196,93.681132,0.618240,1.432752,0.697957,0.893229
4,0.003333,80.693333,36.700714,2.740000,1.260000,0.073333,0.060000,0.075026,0.056569,169.818436,0.836993,1.326275,0.753992,0.898204
5,0.003333,73.706667,32.128410,2.953333,1.333333,0.060000,0.073333,0.072916,0.058206,89.634287,0.866999,1.252735,0.798254,0.914634
6,0.003733,77.011905,31.315246,1.506667,1.386667,0.073333,0.066667,0.076218,0.062366,43.308072,0.823659,1.222120,0.818250,0.918033
7,0.003244,71.561644,36.833418,2.440000,1.400000,0.066667,0.066667,0.074570,0.055397,131.919396,0.843879,1.346093,0.742890,0.906832
8,0.003644,85.134146,35.676001,2.200000,1.433333,0.066667,0.073333,0.077497,0.059877,52.292784,0.699368,1.294281,0.772630,0.891304
9,0.003422,80.181818,33.938717,1.946667,1.453333,0.073333,0.060000,0.076993,0.056593,6.364914,0.859313,1.360472,0.735039,0.905882
10,0.003767,80.796460,10.353937,2.673333,1.523333,0.063333,0.073333,0.078473,0.061115,110.390898,0.870852,1.284022,0.778803,0.945607
11,0.003700,80.303303,27.470596,3.010000,1.610000,0.060000,0.076667,0.076749,0.061382,97.141501,0.922380,1.250349,0.799777,0.947368
12,0.003600,80.151235,27.521542,1.723333,1.690000,0.076667,0.060000,0.079602,0.057582,20.378138,0.897451,1.382403,0.723378,0.950147
13,0.003444,79.780645,24.965289,3.386667,1.706667,0.076667,0.063333,0.080388,0.054556,146.877265,0.898636,1.473504,0.678655,0.943683
14,0.003833,76.901449,15.709634,2.226667,1.833333,0.063333,0.076667,0.078221,0.062397,77.750018,0.840018,1.253618,0.797691,0.936228
15,0.003711,83.029940,20.740185,2.806667,1.876667,0.066667,0.076667,0.081349,0.058085,121.414768,0.846224,1.400528,0.714016,0.931660
16,0.003533,78.933962,23.087245,2.456667,1.926667,0.073333,0.066667,0.078698,0.057165,146.164347,0.889876,1.376673,0.726389,0.936672
17,0.003911,80.909091,36.053975,3.173333,1.966667,0.066667,0.073333,0.079324,0.062778,61.694423,0.874698,1.263554,0.791419,0.936170
18,0.003578,75.000000,0.000000,3.353333,2.046667,0.073333,0.070000,0.076739,0.059362,44.317696,0.894579,1.292718,0.773564,0.929293
19,0.004000,75.622222,31.400221,2.186667,2.080000,0.066667,0.080000,0.079394,0.064148,98.835525,0.827447,1.237673,0.807968,0.913706
20,0.003333,81.226667,36.692913,1.500000,2.126667,0.080000,0.060000,0.075334,0.056338,150.014295,0.735410,1.337187,0.747838,0.867052
21,0.003867,89.873563,28.991425,2.740000,2.140000,0.066667,0.080000,0.078813,0.062466,67.823384,0.799866,1.261691,0.792587,0.896907
22,0.003667,85.360606,26.512490,1.953333,2.206667,0.073333,0.060000,0.076687,0.060878,10.439303,0.920692,1.259670,0.793859,0.953757
23,0.003633,77.055046,16.517235,3.293333,2.290000,0.073333,0.066667,0.078862,0.058661,40.160053,0.883885,1.344383,0.743835,0.930299
24,0.004144,80.000000,0.000000,2.293333,2.336667,0.060000,0.086667,0.088571,0.059578,84.954345,0.857327,1.486629,0.672663,0.941919
25,0.003422,84.350649,25.639834,2.926667,2.386667,0.060000,0.073333,0.073295,0.059449,74.928800,0.791217,1.232893,0.811101,0.900585
26,0.003422,74.402597,31.044472,3.513333,2.393333,0.066667,0.066667,0.075697,0.057562,45.220193,0.859313,1.315048,0.760428,0.911243
27,0.004067,75.000000,0.000000,2.586667,2.416667,0.066667,0.080000,0.081147,0.063808,107.281611,0.636398,1.271725,0.786333,0.917293
28,0.003689,80.638554,34.608760,2.173333,2.540000,0.066667,0.073333,0.076375,0.061497,122.721650,0.882177,1.241926,0.805201,0.912088
29,0.003389,75.000000,0.000000,1.776667,2.616667,0.066667,0.073333,0.076050,0.056737,116.621380,0.672427,1.340380,0.746057,0.901034
30,0.004500,83.066667,20.367126,1.353333,2.640000,0.086667,0.066667,0.090000,0.063662,161.494291,0.904485,1.413702,0.707363,0.954064
31,0.003400,75.000000,0.000000,3.440000,2.683333,0.076667,0.056667,0.078674,0.055024,17.185390,0.884339,1.429809,0.699394,0.944444
32,0.003867,20.000000,0.000000,2.470000,2.713333,0.090000,0.056667,0.087776,0.056088,179.927798,0.853076,1.564963,0.638993,0.941813
33,0.003022,76.647059,33.452181,2.860000,2.713333,0.066667,0.066667,0.071289,0.053977,126.768810,0.698737,1.320725,0.757160,0.855346
34,0.004000,82.866667,33.162116,2.133333,2.753333,0.073333,0.073333,0.078394,0.064966,132.063455,0.791575,1.206693,0.828711,0.878049
35,0.002978,72.089552,30.281442,1.433333,2.840000,0.060000,0.066667,0.068278,0.055529,67.750419,0.877782,1.229600,0.813273,0.911565
36,0.003467,80.256410,31.269983,1.966667,2.906667,0.066667,0.073333,0.071430,0.061793,70.538953,0.764826,1.155958,0.865083,0.881356
37,0.003511,69.810127,34.480112,2.326667,2.926667,0.066667,0.073333,0.075291,0.059376,64.460045,0.839662,1.268031,0.788624,0.902857
38,0.003422,80.545455,35.168666,3.120000,2.933333,0.060000,0.073333,0.073847,0.059004,75.358151,0.859313,1.251552,0.799008,0.911243
39,0.003811,80.000000,0.000000,1.680000,2.946667,0.063333,0.083333,0.082591,0.058753,81.552193,0.581656,1.405732,0.711373,0.897906
40,0.003778,22.244118,20.598045,2.803333,3.043333,0.083333,0.060000,0.085679,0.056140,163.110519,0.867392,1.526175,0.655233,0.941828
41,0.003911,69.613636,37.618699,2.506667,3.100000,0.080000,0.060000,0.082871,0.060091,20.237873,0.809059,1.379091,0.725115,0.916667
42,0.003600,75.845679,10.747062,3.336667,3.106667,0.070000,0.073333,0.078647,0.058281,51.710501,0.884658,1.349442,0.741047,0.929699
43,0.003578,80.000000,0.000000,2.893333,3.213333,0.066667,0.076667,0.076138,0.059830,56.319578,0.468732,1.272580,0.785805,0.857523
44,0.003889,75.760000,10.039726,1.646667,3.220000,0.066667,0.076667,0.078991,0.062684,110.419737,0.588823,1.260155,0.793553,0.904393
45,0.003078,88.375451,40.775052,2.223333,3.226667,0.066667,0.056667,0.067192,0.058322,170.103082,0.950151,1.152092,0.867986,0.955172
46,0.003822,74.686047,34.307565,1.933333,3.260000,0.073333,0.066667,0.077009,0.063195,30.963347,0.816336,1.218596,0.820617,0.910053
47,0.004000,75.000000,0.000000,2.540000,3.360000,0.060000,0.083333,0.084142,0.060528,93.557322,0.868227,1.390125,0.719360,0.943644
48,0.003689,59.530120,36.847473,2.206667,3.433333,0.066667,0.073333,0.078240,0.060031,49.367321,0.852870,1.303338,0.767261,0.917127
49,0.003856,24.665706,30.416626,2.950000,3.503333,0.076667,0.066667,0.083453,0.058824,148.380323,0.850624,1.418691,0.704875,0.942935
50,0.003378,75.460526,33.267172,2.486667,3.620000,0.066667,0.073333,0.070116,0.061337,69.396198,0.836019,1.143124,0.874796,0.894118
