 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.003556,81.140625,37.484738,2.300000,0.953333,0.080000,0.060000,0.077333,0.058540,161.770514,0.822043,1.321016,0.756993,0.893855
2,0.004711,91.622642,33.189178,2.033333,1.053333,0.093333,0.073333,0.088602,0.067700,157.723082,0.784229,1.308742,0.764092,0.876033
3,0.003556,58.925000,46.599144,2.693333,1.126667,0.066667,0.073333,0.072925,0.062078,50.577803,0.880020,1.174738,0.851254,0.909091
4,0.003556,76.825000,39.917399,1.666667,1.200000,0.073333,0.073333,0.078349,0.057781,132.576015,0.810753,1.355961,0.737485,0.874317
5,0.003689,69.662651,41.187590,3.040000,1.200000,0.073333,0.066667,0.076914,0.061066,33.723565,0.852870,1.259528,0.793948,0.907104
6,0.003867,86.080460,40.209027,1.926667,1.360000,0.080000,0.060000,0.080073,0.061484,178.174703,0.893972,1.302347,0.767844,0.930481
7,0.003244,81.027397,35.882578,2.373333,1.386667,0.060000,0.073333,0.070765,0.058375,115.484196,0.786958,1.212250,0.824912,0.890244
8,0.003644,90.707317,40.507631,2.886667,1.506667,0.073333,0.066667,0.075422,0.061524,145.225345,0.871548,1.225895,0.815730,0.906077
9,0.004933,78.905405,38.931497,3.326667,1.573333,0.080000,0.086667,0.086869,0.072308,56.416554,0.845073,1.201370,0.832383,0.898785
10,0.003956,89.382022,40.520697,2.633333,1.613333,0.073333,0.073333,0.081469,0.061819,55.241706,0.872687,1.317854,0.758810,0.908163
11,0.003389,29.000000,0.000000,1.890000,1.616667,0.076667,0.056667,0.075299,0.057303,172.531335,0.897320,1.314038,0.761013,0.938462
12,0.003733,61.636905,36.771570,3.653333,1.633333,0.066667,0.073333,0.078394,0.060635,58.209503,0.892805,1.292874,0.773470,0.918033
13,0.005200,76.970085,35.848288,1.413333,1.673333,0.080000,0.086667,0.091619,0.072265,127.838468,0.865611,1.267810,0.788762,0.921260
14,0.004244,72.000000,0.000000,2.120000,1.680000,0.083333,0.063333,0.085574,0.063152,177.770269,0.906513,1.355039,0.737986,0.952618
15,0.005022,72.185841,37.032388,3.053333,1.693333,0.080000,0.086667,0.091175,0.070134,59.704508,0.836018,1.300009,0.769225,0.900398
16,0.004400,66.575758,42.796685,2.466667,1.833333,0.086667,0.073333,0.088390,0.063381,155.426293,0.833784,1.394576,0.717064,0.900000
17,0.004089,75.347826,39.584059,1.653333,1.866667,0.073333,0.080000,0.083442,0.062392,133.072111,0.798876,1.337374,0.747734,0.897561
18,0.004533,85.107843,40.986822,3.313333,1.886667,0.086667,0.066667,0.089284,0.064648,154.012323,0.843989,1.381071,0.724076,0.923077
19,0.003256,72.921502,11.134482,2.166667,1.930000,0.073333,0.053333,0.075950,0.054577,2.536509,0.890980,1.391623,0.718585,0.948220
20,0.003911,86.102273,35.939182,2.900000,1.953333,0.073333,0.073333,0.079535,0.062611,133.797384,0.798543,1.270295,0.787219,0.893401
21,0.004800,91.574074,36.183396,1.900000,2.000000,0.086667,0.080000,0.089981,0.067920,36.688065,0.789700,1.324812,0.754824,0.892562
