 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.004222,89.947368,38.526794,2.620000,0.760000,0.080000,0.073333,0.082216,0.065388,40.650362,0.835551,1.257354,0.795321,0.904762
2,0.005378,84.214876,37.948468,2.566667,1.080000,0.086667,0.093333,0.099617,0.068735,48.245818,0.805191,1.449283,0.689996,0.896296
3,0.003611,76.000000,0.000000,1.220000,1.180000,0.103333,0.056667,0.086540,0.053129,173.682334,0.523500,1.628871,0.613922,0.814536
4,0.003822,32.000000,0.000000,2.326667,1.420000,0.060000,0.080000,0.079344,0.061336,94.285934,0.798062,1.293601,0.773036,0.945055
5,0.003422,33.142857,14.159597,2.403333,1.423333,0.076667,0.060000,0.074183,0.058737,176.709024,0.532504,1.262958,0.791792,0.881259
6,0.004078,32.000000,0.000000,2.173333,1.443333,0.086667,0.066667,0.083056,0.062512,164.758435,0.745192,1.328636,0.752652,0.920954
7,0.003611,32.000000,0.000000,1.736667,1.500000,0.080000,0.056667,0.078999,0.058201,179.284369,0.900221,1.357362,0.736723,0.948905
8,0.004489,86.821782,38.519086,1.373333,1.513333,0.086667,0.073333,0.082614,0.069182,159.615055,0.747237,1.194150,0.837416,0.878261
9,0.003911,79.920455,39.930487,2.060000,1.640000,0.073333,0.080000,0.078489,0.063446,48.197321,0.788231,1.237093,0.808346,0.880000
10,0.003333,78.666667,40.111995,2.280000,1.653333,0.066667,0.066667,0.076304,0.055622,41.083848,0.825018,1.371837,0.728950,0.909091
11,0.004400,78.474747,42.666405,2.426667,1.653333,0.073333,0.080000,0.080783,0.069349,71.273261,0.870732,1.164883,0.858455,0.912442
12,0.003822,93.953488,37.055756,2.633333,1.680000,0.073333,0.066667,0.076179,0.063884,145.836611,0.883696,1.192465,0.838599,0.924731
13,0.003778,72.941176,40.430822,1.793333,1.713333,0.066667,0.073333,0.075054,0.064087,117.556324,0.873421,1.171125,0.853880,0.913978
14,0.004000,80.777778,36.955677,2.166667,1.726667,0.073333,0.066667,0.080297,0.063427,155.477656,0.838416,1.265971,0.789908,0.923077
15,0.005022,81.849558,34.117112,1.886667,1.793333,0.080000,0.080000,0.088359,0.072370,133.112002,0.781466,1.220933,0.819046,0.922449
16,0.004133,83.279570,39.810973,1.666667,1.860000,0.080000,0.066667,0.084015,0.062640,24.763190,0.855029,1.341228,0.745585,0.925373
17,0.003778,85.529412,37.383633,2.006667,1.940000,0.073333,0.073333,0.079254,0.060691,44.037319,0.796189,1.305858,0.765780,0.890052
18,0.005467,71.796748,42.420830,1.026667,1.946667,0.093333,0.080000,0.093464,0.074471,24.580205,0.850623,1.255031,0.796793,0.907749
19,0.003867,64.574713,44.185522,1.166667,1.960000,0.066667,0.080000,0.078257,0.062910,115.765628,0.825828,1.243947,0.803893,0.896907
20,0.004578,76.339806,6.897305,3.243333,1.966667,0.093333,0.073333,0.085544,0.068135,149.427868,0.466070,1.255506,0.796491,0.862827
21,0.004122,41.183288,39.580624,2.213333,2.053333,0.070000,0.076667,0.076469,0.068637,77.099246,0.939967,1.114118,0.897571,0.947637
22,0.003778,73.882353,45.679249,2.460000,2.166667,0.073333,0.066667,0.073074,0.065824,161.397916,0.903434,1.110157,0.900773,0.918919
