 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.002511,69.000000,0.000000,2.673333,1.053333,0.046667,0.070000,0.067576,0.047313,87.292062,0.853079,1.428275,0.700145,0.931959
2,0.003556,82.975000,36.853340,2.053333,1.206667,0.066667,0.073333,0.078056,0.057997,48.060811,0.784437,1.345859,0.743020,0.893855
3,0.003578,74.913043,11.567163,2.983333,1.300000,0.073333,0.066667,0.076953,0.059197,140.487956,0.885520,1.299961,0.769254,0.933333
4,0.003022,72.231618,21.557989,2.373333,1.313333,0.060000,0.063333,0.069059,0.055721,131.586388,0.951325,1.239385,0.806852,0.951049
5,0.003244,74.630137,41.844585,2.673333,1.460000,0.066667,0.066667,0.074908,0.055147,42.476603,0.739812,1.358326,0.736200,0.884848
6,0.003167,69.000000,0.000000,3.206667,1.476667,0.053333,0.076667,0.076135,0.052958,77.505380,0.860148,1.437646,0.695581,0.937500
7,0.002911,69.000000,0.000000,1.433333,1.530000,0.080000,0.050000,0.074853,0.049517,174.602068,0.820247,1.511661,0.661524,0.922535
8,0.003100,74.000000,0.000000,2.286667,1.590000,0.076667,0.056667,0.073410,0.053767,22.719488,0.592692,1.365344,0.732416,0.902913
9,0.002978,22.000000,0.000000,1.653333,1.656667,0.070000,0.053333,0.071611,0.052945,171.026521,0.901741,1.352572,0.739332,0.942004
10,0.002789,69.000000,0.000000,3.413333,1.676667,0.053333,0.073333,0.069486,0.051103,98.453243,0.854105,1.359734,0.735438,0.933086
11,0.003133,22.000000,0.000000,2.700000,1.733333,0.053333,0.070000,0.074722,0.053391,74.144097,0.857530,1.399514,0.714534,0.951096
12,0.002544,22.000000,0.000000,2.036667,1.813333,0.073333,0.043333,0.073380,0.044150,172.930819,0.864404,1.662065,0.601661,0.946281
13,0.003244,75.527397,15.017147,1.553333,1.933333,0.080000,0.060000,0.078606,0.052553,26.094540,0.831594,1.495766,0.668554,0.924051
14,0.003733,81.547619,39.714325,2.526667,1.946667,0.073333,0.073333,0.080170,0.059292,135.498032,0.851291,1.352131,0.739573,0.903226
15,0.002956,74.000000,0.000000,1.803333,2.013333,0.053333,0.073333,0.072991,0.051556,77.284904,0.871231,1.415769,0.706330,0.930070
16,0.002978,67.000000,48.327224,2.220000,2.100000,0.073333,0.060000,0.071438,0.053073,16.695957,0.832641,1.346042,0.742919,0.875817
17,0.003689,79.036145,39.091942,3.386667,2.120000,0.080000,0.066667,0.078802,0.059603,15.131972,0.813854,1.322125,0.756358,0.878307
18,0.002778,22.000000,0.000000,2.716667,2.140000,0.073333,0.050000,0.070399,0.050239,169.907673,0.857537,1.401270,0.713638,0.934579
19,0.003467,83.320513,35.340691,2.386667,2.226667,0.066667,0.066667,0.075928,0.058132,131.122811,0.812731,1.306130,0.765621,0.901734
20,0.002833,22.000000,0.000000,3.093333,2.243333,0.053333,0.073333,0.067401,0.053523,89.681657,0.867717,1.259272,0.794110,0.925590
21,0.003244,22.000000,0.000000,1.623333,2.336667,0.076667,0.060000,0.076258,0.054171,155.140873,0.868167,1.407721,0.710368,0.928458
22,0.003422,69.064935,40.386194,1.340000,2.366667,0.066667,0.066667,0.071192,0.061205,32.327641,0.859313,1.163177,0.859714,0.911243
23,0.002633,22.000000,0.000000,2.576667,2.390000,0.066667,0.056667,0.068005,0.049303,36.487959,0.897726,1.379330,0.724990,0.925781
24,0.003589,69.000000,0.000000,3.383333,2.490000,0.080000,0.060000,0.079682,0.057347,4.483488,0.858262,1.389490,0.719689,0.929496
25,0.003200,85.666667,41.754885,2.000000,2.506667,0.073333,0.053333,0.074683,0.054555,173.343459,0.844706,1.368953,0.730486,0.917197
26,0.002822,70.204724,13.549697,2.930000,2.603333,0.073333,0.050000,0.072036,0.049883,2.257680,0.905991,1.444107,0.692470,0.940741
27,0.003689,80.927711,38.837109,2.566667,2.620000,0.086667,0.060000,0.084424,0.055634,25.970483,0.787859,1.517479,0.658988,0.892473
28,0.003422,75.818182,40.848884,1.786667,2.686667,0.066667,0.066667,0.074659,0.058363,41.647253,0.890119,1.279224,0.781724,0.933333
29,0.002800,74.000000,0.000000,2.286667,2.726667,0.050000,0.070000,0.072115,0.049436,87.523160,0.871370,1.458739,0.685524,0.943820
30,0.003656,71.699088,19.833700,1.403333,2.743333,0.076667,0.063333,0.079477,0.058563,159.067935,0.859500,1.357118,0.736856,0.929379
31,0.003044,75.569343,14.943261,2.750000,2.763333,0.053333,0.080000,0.074718,0.051879,81.177884,0.820765,1.440217,0.694340,0.925676
32,0.003133,22.000000,0.000000,2.146667,2.883333,0.073333,0.060000,0.071951,0.055447,156.209875,0.860218,1.297664,0.770616,0.926108
33,0.003022,22.000000,0.000000,3.373333,2.920000,0.073333,0.056667,0.072614,0.052993,156.904584,0.883944,1.370255,0.729791,0.936317
34,0.003156,22.000000,0.000000,1.263333,3.070000,0.060000,0.073333,0.074993,0.053575,57.897608,0.882351,1.399777,0.714400,0.937294
35,0.002944,76.083019,16.857937,2.653333,3.073333,0.050000,0.073333,0.075076,0.049936,103.824781,0.842496,1.503439,0.665142,0.946429
36,0.003167,74.000000,0.000000,2.980000,3.096667,0.076667,0.050000,0.078394,0.051432,169.857788,0.882666,1.524233,0.656068,0.951586
37,0.003378,91.144737,37.236805,1.693333,3.106667,0.060000,0.080000,0.076931,0.055904,100.863830,0.807776,1.376121,0.726681,0.888889
38,0.002800,69.000000,0.000000,2.036667,3.176667,0.050000,0.070000,0.071003,0.050210,97.232612,0.871370,1.414102,0.707163,0.947368
39,0.003511,87.354430,39.131861,2.280000,3.220000,0.066667,0.073333,0.075866,0.058926,115.803286,0.839662,1.287481,0.776710,0.897727
40,0.003856,69.864553,11.371376,3.240000,3.363333,0.080000,0.060000,0.082202,0.059719,7.461589,0.891403,1.376485,0.726488,0.949384
41,0.003422,81.000000,40.812593,1.273333,3.366667,0.073333,0.066667,0.076426,0.057013,137.529746,0.847019,1.340503,0.745989,0.895349
42,0.003489,74.000000,0.000000,2.843333,3.383333,0.056667,0.073333,0.077633,0.057220,108.395076,0.914174,1.356733,0.737065,0.961715
43,0.003322,74.000000,0.000000,1.813333,3.390000,0.060000,0.076667,0.074231,0.056984,105.601730,0.842799,1.302654,0.767663,0.928571
