 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.003911,84.568182,40.695323,2.466667,0.866667,0.073333,0.073333,0.075961,0.065557,27.504846,0.862881,1.158710,0.863029,0.911917
2,0.005067,84.578947,36.733407,2.253333,0.946667,0.093333,0.080000,0.091072,0.070835,35.940299,0.810505,1.285705,0.777784,0.890625
3,0.002889,18.000000,0.000000,2.726667,1.016667,0.060000,0.066667,0.067668,0.054358,48.581244,0.822875,1.244859,0.803304,0.918728
4,0.004089,81.163043,32.159099,2.013333,1.140000,0.073333,0.073333,0.078022,0.066727,111.811359,0.845835,1.169270,0.855234,0.910891
5,0.003556,73.825000,40.515418,3.046667,1.200000,0.066667,0.073333,0.073184,0.061859,124.370308,0.880020,1.183084,0.845249,0.903955
6,0.003678,67.936556,12.030223,1.703333,1.250000,0.063333,0.070000,0.074065,0.063224,62.456959,0.939817,1.171454,0.853640,0.958032
7,0.003467,77.141026,38.864833,2.440000,1.400000,0.066667,0.080000,0.074702,0.059087,75.792047,0.817456,1.264261,0.790976,0.876404
8,0.004178,76.026596,24.392662,1.416667,1.530000,0.070000,0.076667,0.076840,0.069226,91.627561,0.906815,1.109992,0.900907,0.944724
9,0.004044,56.472527,39.809281,2.820000,1.553333,0.073333,0.066667,0.079129,0.065078,150.232044,0.875434,1.215913,0.822427,0.928571
10,0.004000,80.266667,40.977418,3.186667,1.680000,0.080000,0.066667,0.080217,0.063490,170.519017,0.827447,1.263467,0.791473,0.895522
11,0.003689,97.963855,35.304269,1.740000,1.713333,0.073333,0.080000,0.073558,0.063852,126.634005,0.802933,1.152009,0.868048,0.869110
12,0.003378,75.486842,39.865283,3.573333,1.786667,0.080000,0.060000,0.080656,0.053322,18.120376,0.807776,1.512636,0.661098,0.899408
13,0.003511,68.037975,44.813389,2.206667,1.806667,0.073333,0.066667,0.074634,0.059898,30.293865,0.839662,1.246014,0.802559,0.892655
14,0.004133,73.397849,38.923836,2.426667,1.813333,0.073333,0.073333,0.080760,0.065165,57.827965,0.828564,1.239312,0.806900,0.907317
15,0.003911,76.375000,38.449230,1.280000,1.820000,0.073333,0.073333,0.081405,0.061173,46.416826,0.835320,1.330721,0.751472,0.897959
16,0.004267,92.687500,30.835642,3.146667,1.966667,0.073333,0.080000,0.080360,0.067602,114.621789,0.844347,1.188719,0.841242,0.897196
17,0.003911,78.545455,38.835150,1.666667,1.973333,0.066667,0.073333,0.075556,0.065908,67.071171,0.874698,1.146389,0.872304,0.921466
18,0.003111,82.014286,39.868419,2.826667,2.000000,0.060000,0.066667,0.067476,0.058705,67.082513,0.883353,1.149419,0.870005,0.915033
19,0.003422,87.532468,32.873495,1.820000,2.180000,0.066667,0.066667,0.066813,0.065216,89.553410,0.859313,1.024488,0.976097,0.905882
20,0.003111,18.000000,0.000000,1.286667,2.210000,0.070000,0.056667,0.071109,0.055706,162.718902,0.934680,1.276524,0.783377,0.945946
21,0.003244,75.424658,36.693930,3.060000,2.246667,0.060000,0.073333,0.070010,0.059005,59.144349,0.843879,1.186497,0.842817,0.901235
22,0.003344,18.000000,0.000000,3.710000,2.260000,0.076667,0.056667,0.075322,0.056534,14.154557,0.854637,1.332341,0.750559,0.931889
