 ,Area,Mean,StdDev,BX,BY,Width,Height,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,0.003867,72.735632,41.773772,2.906667,1.306667,0.073333,0.080000,0.082896,0.059390,45.680289,0.814923,1.395783,0.716444,0.892308
2,0.005778,95.215385,35.021597,1.846667,1.420000,0.080000,0.100000,0.096000,0.076630,88.585304,0.820257,1.252774,0.798229,0.899654
3,0.003911,78.784091,39.045725,2.240000,1.446667,0.066667,0.080000,0.078944,0.063080,61.171473,0.809059,1.251496,0.799044,0.893401
4,0.003822,83.209302,39.571205,2.633333,1.446667,0.073333,0.073333,0.077343,0.062922,129.692476,0.871560,1.229195,0.813541,0.905263
5,0.003411,68.000000,0.000000,3.096667,1.473333,0.060000,0.076667,0.077336,0.056160,72.238527,0.865349,1.377066,0.726181,0.933131
6,0.004000,84.244444,38.310071,1.460000,1.566667,0.066667,0.080000,0.080992,0.062882,99.122123,0.827447,1.287994,0.776401,0.904523
7,0.004267,84.875000,34.797512,2.813333,1.693333,0.080000,0.073333,0.082989,0.065460,141.372413,0.844347,1.267780,0.788780,0.905660
8,0.003511,70.088608,38.217486,1.906667,1.740000,0.066667,0.073333,0.074226,0.060228,124.415166,0.839662,1.232406,0.811421,0.892655
9,0.003067,77.608696,38.594288,1.486667,1.933333,0.060000,0.066667,0.070611,0.055297,123.959209,0.870734,1.276946,0.783118,0.913907
10,0.003211,68.000000,0.000000,3.186667,1.933333,0.073333,0.056667,0.073729,0.055453,158.239908,0.904776,1.329578,0.752119,0.941368
11,0.003333,69.226667,45.939199,2.413333,1.940000,0.066667,0.066667,0.071968,0.058973,42.896646,0.854377,1.220362,0.819429,0.909091
12,0.002989,23.000000,0.000000,2.146667,2.020000,0.056667,0.070000,0.072780,0.052289,111.132730,0.864626,1.391877,0.718454,0.937282
13,0.002856,69.214008,13.734825,2.740000,2.060000,0.073333,0.050000,0.073859,0.049226,8.749458,0.864729,1.500395,0.666491,0.934545
14,0.003444,69.429032,14.479752,2.960000,2.133333,0.076667,0.056667,0.079980,0.054834,11.970598,0.864893,1.458580,0.685598,0.946565
15,0.003511,73.050633,42.977705,3.453333,2.240000,0.066667,0.073333,0.075258,0.059402,51.988654,0.811768,1.266930,0.789309,0.887640
16,0.003333,90.586667,45.518372,2.353333,2.253333,0.066667,0.073333,0.072841,0.058265,116.460548,0.735410,1.250169,0.799892,0.872093
17,0.003322,71.000000,0.000000,1.466667,2.303333,0.086667,0.053333,0.081044,0.052193,168.860699,0.808200,1.552768,0.644011,0.920000
18,0.003600,96.950617,33.678098,1.826667,2.373333,0.066667,0.073333,0.078582,0.058330,64.553086,0.860919,1.347190,0.742286,0.920455
19,0.004511,70.150246,17.579438,1.150000,2.380000,0.096667,0.066667,0.092985,0.061770,160.480805,0.836797,1.505337,0.664303,0.930126
20,0.003056,68.000000,0.000000,2.513333,2.463333,0.073333,0.056667,0.075313,0.051657,156.956125,0.893693,1.457946,0.685897,0.938567
21,0.003900,70.133903,17.777410,2.816667,2.470000,0.086667,0.063333,0.089956,0.055201,23.826164,0.827420,1.629611,0.613643,0.926121
22,0.002867,23.000000,0.000000,3.110000,2.576667,0.056667,0.070000,0.069215,0.052733,108.790315,0.877925,1.312546,0.761878,0.924731
